MSSubClass,LotFrontage,LotArea,SalePrice,LotArea_m^2,Price_per_m^2,ZoningScore,SubClassScore,LotAreaNorm,PDI,Price_per_m^2_norm,EVI,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn
160,35.0,4251,164700,394.930653,417.0352408679708,1.0,0.8421052631578947,0.0137932646240856,0.6567695583345942,0.3974010547145715,0.6671215799888647,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,77.0,9786,159000,909.148758,174.88887115655058,0.8350439463269663,0.2631578947368421,0.0396643997289022,0.4248642668705098,0.1580657521738188,0.3821776389323678,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,76.46236559139786,8125,88000,754.836875,116.58147993896031,0.8350439463269663,0.1052631578947368,0.0319007221482156,0.3751667425436723,0.1004352490444307,0.3217834399992526,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,74.4375,9819,122000,912.214557,133.74046606011353,0.8350439463269663,0.1052631578947368,0.0398186449788497,0.3775421193928625,0.1173950372068261,0.3302633340804504,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
70,60.0,8730,153575,811.04319,189.35489736372733,0.8350439463269663,0.3684210526315789,0.0347285517305849,0.4549624598394357,0.1723638428822744,0.4103793158655429,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
60,120.0,15611,233230,1450.308733,160.8140354485475,0.8350439463269663,0.3157894736842105,0.0668910233938629,0.4488217276542086,0.1441543106502442,0.3857482339600541,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
190,55.0,5687,135900,528.339361,257.221040171565,0.8350439463269663,1.0,0.0205052700460398,0.6401691595445985,0.2394421304508437,0.5702342491235117,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,60.0,11409,131000,1059.930327,123.59302933691792,0.8350439463269663,0.2631578947368421,0.0472504615672252,0.4271400854220067,0.1073654016560082,0.3568274636734624,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,81.28888888888889,16659,235000,1547.671077,151.84104910426004,0.8350439463269663,0.3157894736842105,0.0717894786043142,0.450291264217344,0.1352854913325586,0.3813138243012113,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20,80.0,9600,167000,891.8688,187.2472722445275,0.8350439463269663,0.1052631578947368,0.0387950174110168,0.3772350311225126,0.1702806850957367,0.3567061580249056,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
80,37.0,7937,142500,737.371111,193.25411298897492,0.8350439463269663,0.4210526315789473,0.0310219916333637,0.4696399654944799,0.1762177926749244,0.4228326065513416,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,75.0,13710,152000,1273.70013,119.3373514062529,0.3712831948941708,0.2631578947368421,0.058005562177195,0.2448623150318794,0.1031591277140715,0.2155961012726554,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,66.0,7399,239000,687.3892969999999,347.69234994358663,1.0,0.3157894736842105,0.0285073266493725,0.5032890401000749,0.3288631625371395,0.5275894760054118,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,90.0,11700,175000,1086.9651,160.99872939802762,0.8350439463269663,0.3157894736842105,0.0486106242258524,0.4433376079038055,0.1443368604953191,0.3858395088825915,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,80.0,14000,158500,1300.642,121.86289540088664,0.8350439463269663,0.1052631578947368,0.059361050737339,0.3834048411204093,0.1056553527731381,0.3243934918636063,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
190,90.0,15750,157000,1463.22225,107.29743892289773,0.8350439463269663,1.0,0.0675407230830353,0.6542797954556971,0.0912589860757635,0.4961426769359717,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,66.0,16226,267000,1507.444078,177.12099831540152,0.8350439463269663,0.3157894736842105,0.0697655939610647,0.4496840988243691,0.1602719666609891,0.3938070619654266,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,118.0,13704,205000,1273.142712,161.01886934416194,0.8350439463269663,0.1052631578947368,0.0579775175862955,0.3829897811750962,0.1443567666376534,0.343744198795864,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,70.0,9800,149900,910.4494,164.6439659359433,0.8350439463269663,0.1052631578947368,0.0397298371076678,0.3775154770315079,0.1479397796333363,0.3455357052937054,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
75,87.0,18386,295000,1708.114558,172.70504406063378,0.3712831948941708,0.3947368421052631,0.0798616466848956,0.2908928245947159,0.1559072770361538,0.2682859654073808,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,80.0,10386,305900,964.890558,317.03077355639334,0.8350439463269663,0.1052631578947368,0.0424688588188553,0.3783371835448642,0.2985575351195124,0.4208445830367934,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,116.0,13474,225000,1251.775022,179.74475927831702,0.8350439463269663,0.3157894736842105,0.0569024749351468,0.4458251631165938,0.1628652684916231,0.3951037128807435,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50,62.5,7920,89500,735.79176,121.63767639909425,0.3712831948941708,0.2631578947368421,0.0309425319591483,0.2367434059664654,0.1054327483294037,0.2167329115803215,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30,68.21739130434783,12342,82500,1146.608826,71.95130381806429,0.8350439463269663,0.1578947368421052,0.0516113954521021,0.3968694182190487,0.0563231827885063,0.3102537226607641,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,90.0,12378,360000,1149.953334,313.05618180850456,0.8350439463269663,0.1052631578947368,0.0517796629974993,0.3811304247984574,0.2946290842425051,0.4188803575982898,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,79.87755102040816,7685,165600,713.959555,231.94591183810124,0.8350439463269663,0.3157894736842105,0.0298441188155834,0.4377076562807248,0.2144604200347218,0.4209012886522929,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,50.0,8000,132000,743.224,177.60459834450987,0.8350439463269663,0.1052631578947368,0.0313164598378087,0.3749914638505502,0.1607499525974014,0.351940791775738,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
190,65.0,7800,119900,724.6434,165.4606941842015,0.3712831948941708,1.0,0.0303816401411577,0.4576277700000156,0.1487470265172082,0.3857584717268554,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20,150.0,215245,375000,19996.906235,18.75290085341544,0.8350439463269663,0.1052631578947368,1.0,0.6655965258992076,0.0037423578791638,0.2734369944166192,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
70,60.0,9600,178000,891.8688,199.58092490734063,0.3712831948941708,0.3684210526315789,0.0387950174110168,0.2706780989704471,0.1824711568959329,0.2763047474425334,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,71.0,7795,188500,724.178885,260.29480271300645,0.8350439463269663,0.3157894736842105,0.0303582696487414,0.4378619015306721,0.242480209810328,0.434911183540096,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,94.0,13005,260000,1208.203515,215.1955335107596,0.8350439463269663,0.3157894736842105,0.0547103227465002,0.4451675174599998,0.1979044961551936,0.4126233267125287,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,75.0,9000,270000,836.127,322.9174515354725,1.0,0.3157894736842105,0.0359905583210638,0.5055340096015822,0.3043758748978949,0.5153458321857896,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,90.0,9900,260000,919.7397,282.68867811186146,0.8350439463269663,0.3157894736842105,0.0401972469559933,0.4408135947228477,0.2646141156377509,0.4459781364538074,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
80,81.28888888888889,14115,187500,1311.325845,142.98505647160488,0.8350439463269663,0.4210526315789473,0.0598985720629133,0.4783029396233448,0.1265323075513556,0.3979898639895571,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,111.0,16259,342643,1510.509877,226.8392979200625,0.8350439463269663,0.3157894736842105,0.0699198392110121,0.4497303723993534,0.2094130885860234,0.4183776229279436,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,99.0,12099,354000,1124.033397,314.9372616016676,0.8350439463269663,0.3157894736842105,0.0504755895206711,0.4438970974922511,0.2964883266583072,0.4619152419640856,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,86.0,10380,301000,964.33314,312.1327967635749,0.8350439463269663,0.3157894736842105,0.0424408142279557,0.4414866649044364,0.2937164187362941,0.460529288003079,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,49.0,5820,126175,540.69546,233.3568696877906,0.3712831948941708,0.1052631578947368,0.0211269251443127,0.1864303028693832,0.2158549981332087,0.240365089113803,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
80,96.0,11275,242000,1047.481325,231.03037183025677,0.8350439463269663,0.4210526315789473,0.046624132370469,0.4743206077156114,0.2135555084928855,0.4415014644603221,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
45,50.0,5000,87000,464.515,187.29212189057404,0.3712831948941708,0.2368421052631578,0.0172941643880436,0.2247541588530288,0.170325014084101,0.2439158865629333,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
120,32.0,10846,324000,1007.625938,321.54789568348724,0.8350439463269663,0.631578947368421,0.0446189441211526,0.5368769459776587,0.3030222181630367,0.5283400824532924,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,80.0,11600,145250,1077.6748,134.7809190676074,0.8350439463269663,0.1052631578947368,0.0481432143775269,0.3800394902124657,0.1184234116384757,0.3307775212962751,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
75,57.509803921568626,11888,214500,1104.430864,194.21767988548356,0.8350439463269663,0.3947368421052631,0.0494893547407043,0.4672854375845768,0.1771701735632646,0.4180456391007749,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
70,60.0,6402,78000,594.765006,131.14423211375015,0.3712831948941708,0.3684210526315789,0.0238472504615672,0.2661937688856122,0.1148289428327499,0.242483640410942,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
90,76.46236559139786,10624,119000,987.001472,120.56719607405005,0.8350439463269663,0.4736842105263157,0.04358129425787,0.4891972299660423,0.1043746951660888,0.3974373735863975,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,70.0,8176,139000,759.574928,182.9970880766091,0.8350439463269663,0.1052631578947368,0.0321391011708616,0.3752382562504661,0.1660798411396826,0.3546057360468785,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,85.0,10655,284000,989.881465,286.90303843602123,0.8350439463269663,0.1052631578947368,0.0437261913108509,0.3787143832924629,0.2687795516275639,0.4059555912908192,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
120,59.0,8198,207000,761.618794,271.7895115387607,0.3712831948941708,0.631578947368421,0.0322419313374932,0.3476595415694426,0.2538414770377012,0.364621486460786,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,59.0,9042,192000,840.028926,228.5635578220553,0.8350439463269663,0.3157894736842105,0.0361868704573605,0.4396104817732579,0.2111173316262727,0.4192297444480684,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
190,80.13333333333334,164660,228950,15297.40798,14.96658782320062,0.8350439463269663,1.0,0.7635607282245437,0.8630857969981496,0.0,0.4505131838980899,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,86.0,14157,377426,1315.227771,286.96626418786286,0.8350439463269663,0.1052631578947368,0.06009488419921,0.3836249911589706,0.2688420433942727,0.4059868371741736,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,70.0,9135,214000,848.668905,252.15958631122464,0.8350439463269663,0.1052631578947368,0.0366215616163032,0.3765829943840986,0.2344394347986054,0.38878553287634,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,91.0,14145,202500,1314.112935,154.09634484725623,0.8350439463269663,0.1052631578947368,0.060038795017411,0.3836081644044309,0.137514605440741,0.3403231181974078,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,66.0,12400,155000,1151.9972,134.5489381397802,0.8350439463269663,0.1052631578947368,0.0518824931641309,0.3811612738484469,0.1181941237676256,0.3306628773608501,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
60,85.0,14191,202900,1318.386473,153.9002440902623,0.8350439463269663,0.3157894736842105,0.0602538035476407,0.4468305617003419,0.137320781209308,0.382331469239586,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,60.0,8400,82000,780.3851999999999,105.07631359487596,0.4088607850849038,0.1052631578947368,0.0331860992311108,0.2050790911717158,0.0890636456996243,0.1882426899542307,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
90,76.46236559139786,8544,87500,793.763232,110.2343828392394,0.8350439463269663,0.4736842105263157,0.0338591694126995,0.4862805925124911,0.0941618351318966,0.3923309435693014,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
120,63.0,8849,266000,822.098647,323.56214302345154,0.8350439463269663,0.631578947368421,0.0352847694500923,0.5340766935763406,0.3050130821891081,0.5293355144663282,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
160,36.0,2592,85000,240.804576,352.98332536670733,0.3712831948941708,0.8421052631578947,0.0060389352403655,0.4029565374771464,0.334092715245848,0.4468523687227542,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,65.0,6435,140200,597.8308049999999,234.51451284782823,0.8350439463269663,0.2631578947368421,0.0240014957115146,0.4201653956652935,0.2169992022617779,0.4116443639763473,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
20,76.46236559139786,12772,151500,1186.557116,127.68032651535673,0.8350439463269663,0.1052631578947368,0.0536212577999018,0.3816829032391781,0.111405249570893,0.3272684402624838,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,76.46236559139786,17600,157500,1635.0928,96.32480798643356,0.8350439463269663,0.1052631578947368,0.0761878052770571,0.3884528674823247,0.0804137359571002,0.3117726834555874,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
160,36.0,2448,154000,227.426544,677.141714821116,0.8350439463269663,0.8421052631578947,0.0053658650587767,0.588258916995788,0.6544879633912305,0.7461782182252841,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,56.0,20431,437154,1898.101193,230.31121923961615,0.8350439463269663,0.3157894736842105,0.0894201780831522,0.4555804740609954,0.2128447045148657,0.4200934308923648,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
120,68.0,7820,318061,726.50146,437.7981566616536,0.8350439463269663,0.631578947368421,0.0304751221108228,0.5326337993745597,0.4179229346792864,0.5857904407114174,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
120,83.46153846153847,5271,190000,489.691713,387.99921451805335,0.8350439463269663,0.631578947368421,0.0185608450770057,0.5290595162644146,0.3687021063912054,0.5611800265673768,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,60.0,9084,95000,843.930852,112.56846431773774,0.8350439463269663,0.2631578947368421,0.0363831825936572,0.4238799017299363,0.0964688203552428,0.3513791730230797,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30,60.0,8520,105900,791.53356,133.79091595307722,0.3712831948941708,0.1578947368421052,0.0337469910491014,0.2060057963250303,0.1174449014290732,0.2016863565512089,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,60.0,8400,140000,780.3851999999999,179.39858418637365,0.8350439463269663,0.2631578947368421,0.0331860992311108,0.4229207767211724,0.1625231121319754,0.384406318911446,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,105.0,11249,177500,1045.065847,169.8457570970645,0.8350439463269663,0.1052631578947368,0.0465026058099044,0.3795473076421789,0.1530811834164467,0.3481064071852606,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,79.87755102040816,9248,173000,859.166944,201.35783994967107,0.8350439463269663,0.1052631578947368,0.037149734744911,0.3767414463226809,0.1842274438051779,0.3636795373796262,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
120,44.0,4224,134000,392.422272,341.46889603656336,0.3712831948941708,0.631578947368421,0.0136670639650377,0.3420870813577059,0.3227119564486033,0.3990567261662371,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
80,92.0,6930,130000,643.81779,201.92048436561527,0.8350439463269663,0.4210526315789473,0.0263151744607258,0.4682279203426885,0.1847835565054152,0.427115488466587,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,78.0,12011,280000,1115.857933,250.9280005271065,0.8350439463269663,0.3157894736842105,0.0500642688541447,0.4437737012922931,0.2332221464428143,0.4302821518563391,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
85,70.08333333333333,7540,156000,700.48862,222.70169071411897,0.8350439463269663,0.4473684210526316,0.0291663745355114,0.4769780172072295,0.205323514690658,0.4426486254539453,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,57.509803921568626,9144,145000,849.505032,170.68762931118223,0.8350439463269663,0.2631578947368421,0.0366636285026525,0.4239640355026349,0.1539132823709206,0.3801014040309186,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
85,64.0,7301,198500,678.284803,292.64992982601143,0.8350439463269663,0.4473684210526316,0.0280492649980135,0.4766428843459801,0.2744597275935771,0.4772167319054047,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
160,21.0,1680,118000,156.07704,756.0368904997173,0.3712831948941708,0.8421052631578947,0.0017761574236369,0.4016777041321278,0.7324672482450447,0.6460396352223525,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,81.28888888888889,18800,190000,1746.5764,108.78424785769464,0.8350439463269663,0.3157894736842105,0.0817967234569632,0.4532934376731387,0.0927285347072544,0.3600353459885592,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
70,59.0,10690,147000,993.13307,148.0164183838929,0.3712831948941708,0.3684210526315789,0.0438897847577648,0.2722065291744714,0.1315052605917194,0.2508217992904267,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,76.46236559139786,9500,159000,882.5785,180.1539466461057,0.8350439463269663,0.1052631578947368,0.0383276075626913,0.377094808168015,0.1632697056202171,0.3532006682871458,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
80,101.0,9150,165000,850.06245,194.10338616886324,0.8350439463269663,0.4210526315789473,0.036691673093552,0.4713408699325364,0.1770572066776639,0.4232523135527113,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,78.0,7800,132000,724.6434,182.15856240462548,0.8350439463269663,0.1052631578947368,0.0303816401411577,0.3747110179415549,0.1652510498774739,0.3541913404157742,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,76.46236559139786,9830,162000,913.23649,177.3910720540744,0.8350439463269663,0.1052631578947368,0.0398700600621655,0.3775575439178572,0.1605389051248225,0.3518352680394485,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,79.87755102040816,8121,172400,754.465263,228.5062128831238,0.8350439463269663,0.3157894736842105,0.0318820257542826,0.4383190283623345,0.2110606524023607,0.4192014048361123,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,80.0,17120,134432,1590.49936,84.5218824860137,0.8350439463269663,0.2631578947368421,0.0739442380050947,0.4351482183533676,0.0687478301296641,0.3375186779102904,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
120,50.0,7175,125000,666.579025,187.524652459624,0.8350439463269663,0.631578947368421,0.0274603285891233,0.5317293613180498,0.1705548452154116,0.4621063959794799,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,79.0,10634,123000,987.930502,124.5026849064733,0.8350439463269663,0.1052631578947368,0.0436280352427025,0.3786849364720184,0.1082644970717556,0.3256980640129151,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,65.0,8200,219500,761.8046,288.1316285042122,0.8350439463269663,0.3157894736842105,0.0322512795344597,0.4384298044963877,0.2699938790445699,0.448668018157217,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
30,68.21739130434783,10020,61000,930.88806,65.52882416388496,0.8350439463269663,0.1578947368421052,0.0407581387739839,0.3936134412156133,0.0499752614344645,0.3070797619837432,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
85,57.0,8846,148000,821.819938,180.0881107364908,0.8350439463269663,0.4473684210526316,0.0352707471546425,0.4788093289929688,0.1632046339969485,0.4215891851070905,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,102.0,11143,340000,1035.218129,328.4331972899597,1.0,0.3157894736842105,0.0460071513706793,0.508538987516467,0.3098275885885083,0.5180716890310962,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
