,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalOutdoorArea,YearsSinceSold
350,208,114,0,0,0,0,,,,0,7,2009,New,Partial,224500,322,16
351,0,146,0,0,0,0,,,,0,7,2007,WD,Normal,249700,146,18
352,0,0,0,0,0,0,,,Shed,450,8,2007,WD,Normal,100000,0,18
353,0,0,0,0,0,0,,,,0,4,2006,New,Partial,437154,0,19
354,0,0,0,407,0,0,,,,0,7,2008,WD,Normal,180500,407,17
355,0,98,0,0,40,0,,,,0,5,2009,WD,Normal,121000,138,16
356,224,0,0,0,0,0,,,,0,7,2006,WD,Normal,156000,224,19
357,0,130,0,130,0,0,,,,0,10,2006,WD,Normal,180000,260,19
358,0,42,0,0,0,0,,MnPrv,,0,11,2006,WD,Normal,107000,42,19
359,201,39,0,0,0,0,,,,0,10,2009,WD,Normal,377500,240,16
360,0,94,0,0,291,0,,,,0,12,2009,WD,Normal,185000,385,16
361,302,0,0,0,100,0,,,,0,10,2009,WD,Normal,175000,402,16
362,144,68,0,0,0,0,,,,0,7,2009,WD,Normal,195000,212,16
363,196,82,0,0,0,0,,,,0,2,2010,WD,Normal,319900,278,15
364,155,24,145,0,0,0,,,Gar2,8300,8,2007,WD,Normal,190000,324,18
365,208,406,0,0,0,0,,,,0,10,2007,New,Partial,184750,614,18
366,0,0,116,0,0,0,,,,0,5,2008,WD,Normal,109500,116,17
367,168,0,0,0,0,0,,,Shed,400,5,2007,WD,Normal,129000,168,18
368,0,82,0,0,0,0,,,,0,10,2006,WD,Normal,148000,82,19
369,335,0,0,0,0,0,,GdPrv,,0,4,2010,WD,Abnorml,158900,335,15
370,0,0,0,0,0,0,,,,0,1,2007,WD,Normal,39300,0,18
371,0,172,0,0,0,0,,,,0,6,2010,WD,Normal,151000,172,15
372,144,20,0,0,0,0,,,,0,5,2006,WD,Normal,178740,164,19
373,0,152,0,0,0,0,,,,0,4,2009,WD,Normal,124000,152,16
374,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,230000,0,19
375,55,0,0,216,0,0,,,,0,10,2008,COD,Abnorml,145000,271,17
376,0,0,0,0,0,0,,MnPrv,,0,8,2007,WD,Normal,125500,0,18
377,0,50,0,0,0,0,,,,0,5,2006,New,Partial,158000,50,19
378,0,0,44,0,0,0,,,,0,8,2009,WD,Normal,163500,44,16
379,0,265,0,0,0,0,,,,0,8,2007,WD,Abnorml,129000,265,18
380,132,0,0,0,0,0,,,,0,2,2009,WD,Normal,194500,132,16
381,0,0,0,0,0,0,,,,0,5,2008,WD,Normal,127000,0,17
382,0,84,0,196,0,0,,,,0,1,2007,WD,Normal,228500,280,18
383,208,75,0,0,374,0,,,,0,6,2006,WD,Normal,280000,657,19
384,0,0,0,0,145,0,,MnPrv,,0,6,2009,WD,Normal,234000,145,16
385,0,40,0,0,0,0,,,,0,8,2007,WD,Normal,175000,40,18
386,0,69,0,0,0,0,,,,0,7,2008,WD,Normal,193000,69,17
387,116,0,0,180,0,0,,MnPrv,,0,6,2007,WD,Normal,120000,296,18
388,168,95,0,0,0,0,,,,0,4,2010,New,Partial,395192,263,15
389,182,0,0,0,0,0,,,,0,10,2006,WD,Normal,136900,182,19
390,240,0,0,0,0,0,,MnPrv,,0,12,2007,WD,Normal,144000,240,18
391,0,27,0,0,0,0,,,,0,6,2010,WD,Normal,175500,27,15
392,0,35,0,0,0,0,,MnWw,,0,4,2009,WD,Normal,110000,35,16
393,0,0,0,0,0,0,,,,0,5,2008,WD,Normal,255900,0,17
394,106,0,0,0,0,0,,,,0,5,2010,WD,Normal,110000,106,15
395,0,0,0,0,0,0,,,,0,2,2006,WD,Normal,229000,0,19
396,48,0,244,0,0,0,,MnWw,,0,9,2009,WD,Normal,124900,292,16
397,0,0,0,0,126,0,,MnPrv,,0,8,2007,WD,Normal,164000,126,18
398,165,44,0,0,0,0,,,,0,9,2009,COD,Abnorml,257000,209,16
399,100,36,0,0,0,0,,,,0,12,2007,New,Partial,239000,136,18
400,280,238,0,0,0,0,,,,0,6,2008,WD,Normal,200000,518,17
401,0,0,0,0,0,0,,,,0,7,2006,WD,Family,171000,0,19
402,104,100,0,0,0,0,,,,0,5,2007,WD,Normal,285000,204,18
403,0,72,0,0,252,0,,,,0,6,2009,WD,Normal,193500,324,16
404,0,166,0,0,0,0,,,,0,4,2006,WD,Abnorml,144152,166,19
405,140,45,0,0,0,0,,,,0,8,2008,WD,Normal,250000,185,17
406,0,56,0,0,0,0,,,,0,6,2007,WD,Normal,248000,56,18
407,380,48,0,0,0,0,,,,0,6,2007,WD,Normal,302000,428,18
408,519,112,0,0,0,0,,,,0,3,2006,WD,Normal,326000,631,19
409,140,0,0,0,0,0,,,,0,9,2008,WD,Normal,127500,140,17
410,144,68,0,0,0,0,,,,0,9,2007,WD,Normal,180000,212,18
411,0,144,0,0,0,0,,MnPrv,,0,3,2008,WD,Normal,89500,144,17
412,0,0,0,0,0,0,,,,0,6,2010,WD,Normal,190000,0,15
413,168,120,0,0,0,0,,,,0,10,2008,WD,Normal,189000,288,17
414,100,38,0,0,0,0,,,,0,7,2008,WD,Normal,192000,138,17
415,120,0,0,0,0,0,,,,0,5,2007,WD,Normal,94750,120,18
416,327,64,0,0,0,0,,,,0,2,2009,WD,Normal,320000,391,16
417,0,0,164,0,0,0,,MnPrv,,0,2,2010,WD,Normal,128000,164,15
418,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,135000,0,19
419,0,0,0,0,0,0,,,,0,6,2009,WD,Alloca,118964,0,16
420,88,0,0,0,0,0,,,,0,6,2008,WD,Normal,81000,88,17
421,238,0,0,0,0,0,,,,0,8,2009,WD,Normal,88000,238,16
422,404,102,0,0,0,0,,,,0,11,2009,WD,Normal,325000,506,16
423,0,0,0,0,0,0,,GdWo,,0,9,2008,WD,Normal,139950,0,17
424,0,49,0,0,0,0,,,,0,2,2007,New,Partial,147000,49,18
425,468,81,0,0,0,0,,,,0,1,2006,WD,Normal,205000,549,19
426,0,0,0,0,0,0,,GdWo,,0,8,2008,WD,Normal,127000,0,17
427,206,0,0,0,0,0,,,,0,11,2007,WD,Normal,174000,206,18
428,120,25,0,0,0,0,,,,0,7,2008,WD,Normal,191000,145,17
429,0,0,0,0,0,0,,,,0,8,2008,WD,Normal,89500,0,17
430,0,113,0,0,0,0,,,,0,8,2009,WD,Normal,113000,113,16
431,262,24,0,0,0,0,,,,0,7,2008,WD,Normal,179500,286,17
432,168,0,0,0,0,0,,,,0,7,2007,WD,Normal,305900,168,18
433,80,64,0,0,0,0,,,,0,4,2007,New,Partial,155000,144,18
434,0,36,190,0,0,0,,,,0,4,2006,WD,Normal,93000,226,19
435,0,87,0,0,200,0,,,,0,6,2007,WD,Normal,257500,287,18
436,0,98,0,0,0,0,,,Shed,500,6,2007,WD,Normal,277000,98,18
437,296,44,0,0,0,0,,,,0,4,2010,WD,Normal,328000,340,15
438,0,52,0,0,0,0,,GdPrv,,0,6,2007,WD,Normal,165000,52,18
439,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,129500,0,18
440,0,162,0,0,0,0,,,,0,5,2007,WD,Normal,204750,162,18
441,431,0,0,0,0,0,,,,0,9,2008,WD,Normal,191000,431,17
442,0,38,0,0,0,0,,,,0,4,2010,WD,Normal,165500,38,15
443,0,38,0,0,0,0,,,,0,2,2006,WD,Normal,173000,38,19
444,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,119500,0,19
445,0,0,0,0,0,0,,MnPrv,,0,11,2009,COD,Normal,127500,0,16
446,0,48,143,0,0,0,,,,0,7,2007,WD,Normal,159500,191,18
447,418,0,194,0,0,0,,,,0,6,2008,WD,Normal,153900,612,17
448,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,129900,0,19
449,0,0,0,0,0,0,,MnPrv,,0,6,2009,WD,Family,152000,0,16
450,371,0,0,0,0,0,,,,0,2,2009,WD,Normal,185000,371,16
451,0,0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,127000,0,17
452,120,72,0,0,0,0,,,Shed,700,5,2009,WD,Normal,168500,192,16
453,180,130,0,0,0,0,,,,0,6,2007,WD,Normal,269790,310,18
454,144,99,0,0,0,0,,,,0,10,2008,WD,Normal,245000,243,17
455,224,137,0,0,0,0,,,,0,3,2008,WD,Normal,256000,361,17
456,0,0,0,0,0,0,,,,0,12,2006,WD,Abnorml,135000,0,19
457,0,0,90,0,0,0,,,,0,5,2006,WD,Normal,87000,90,19
458,0,90,0,0,0,0,,,,0,8,2006,New,Partial,239799,90,19
459,0,22,0,0,0,0,,,,0,8,2007,New,Partial,176485,22,18
460,0,0,0,0,0,0,,,,0,10,2006,WD,Normal,116000,0,19
461,195,130,0,0,0,0,,,,0,10,2009,New,Partial,370878,325,16
462,220,21,0,0,0,0,,,,0,6,2007,WD,Normal,176000,241,18
463,0,0,0,0,0,0,,GdPrv,,0,5,2010,WD,Normal,152000,0,15
464,0,0,0,0,0,0,,,,0,4,2010,WD,Normal,149900,0,15
465,0,40,0,0,0,0,,,,0,5,2007,WD,Normal,168000,40,18
466,268,0,0,0,0,0,,,,0,4,2010,WD,Normal,260000,268,15
467,0,0,0,168,0,0,,GdPrv,,0,6,2009,WD,Normal,214000,168,16
468,0,118,0,0,233,0,,,,0,1,2009,COD,Abnorml,137500,351,16
469,0,0,0,0,184,0,,,,0,6,2007,WD,Normal,169500,184,18
470,64,0,39,0,0,0,,,,0,4,2007,WD,Normal,118500,103,18
471,728,20,0,0,0,0,,GdPrv,,0,6,2006,WD,Normal,151400,748,19
472,0,35,0,0,0,0,,,,0,8,2006,New,Partial,173900,35,19
473,81,207,0,0,224,0,,,,0,10,2007,WD,Normal,268000,512,18
474,120,49,0,0,0,0,,,,0,10,2007,WD,Normal,202500,169,18
475,0,120,0,0,0,0,,,,0,5,2006,New,Partial,185000,120,19
476,0,40,0,0,0,0,,,,0,2,2010,WD,Normal,214900,40,15
477,168,228,0,0,0,0,,,,0,12,2007,New,Partial,318000,396,18
478,216,0,0,0,0,0,,,,0,3,2009,WD,Abnorml,97000,216,16
479,0,40,0,0,0,0,,,,0,4,2006,WD,Normal,130000,40,19
480,55,0,0,0,0,0,,,,0,6,2009,WD,Normal,104900,55,16
481,66,0,0,0,0,0,,GdWo,,0,11,2009,WD,Normal,123000,66,16
482,367,0,0,0,0,0,,,,0,5,2010,WD,Normal,320000,367,15
483,136,0,115,0,0,0,,,,0,3,2007,WD,Normal,127000,251,18
484,263,0,0,0,0,0,,GdWo,Shed,450,5,2010,WD,Normal,76500,263,15
485,58,0,0,0,0,0,,MnPrv,,0,3,2009,WD,Normal,133000,58,16
486,0,4,0,0,0,0,,,,0,1,2008,WD,Normal,118000,4,17
487,0,176,0,0,0,0,,,,0,6,2007,WD,Normal,120000,176,18
488,100,24,0,0,0,0,,,,0,7,2007,New,Partial,179540,124,18
489,192,0,0,0,0,0,,,,0,2,2006,WD,Normal,230000,192,19
490,140,0,0,0,0,0,,,,0,5,2009,WD,Normal,140000,140,16
491,196,134,0,0,0,0,,,,0,8,2008,New,Partial,426000,330,17
492,0,0,208,0,0,0,,,,0,5,2009,WD,Normal,117000,208,16
493,0,0,0,0,90,0,,,,0,7,2008,WD,Normal,235000,90,17
494,0,47,120,0,0,0,,,,0,9,2006,COD,Normal,108000,167,19
495,214,292,0,0,0,480,Gd,,,0,1,2008,New,Partial,160000,986,17
496,316,28,0,0,0,0,,GdWo,,0,6,2007,WD,Normal,144000,344,18
497,0,150,0,0,0,0,,,,0,12,2009,New,Partial,263435,150,16
498,0,0,0,0,156,0,,,,0,5,2008,WD,Normal,135000,156,17
499,0,80,0,290,0,0,,,,0,6,2006,WD,Normal,262500,370,19
500,0,0,0,0,0,0,,,,0,11,2006,ConLI,Abnorml,125000,0,19
501,0,108,0,0,0,0,,,,0,2,2008,WD,Normal,226700,108,17
502,0,20,0,0,192,0,,,,0,6,2007,WD,Normal,135000,212,18
503,187,56,0,0,0,0,,,,0,4,2009,WD,Normal,190000,243,16
504,0,54,20,0,0,0,,,,0,12,2008,WD,Normal,122000,74,17
505,160,22,0,0,0,0,,,,0,5,2007,WD,Normal,187500,182,18
506,180,0,0,0,0,0,,MnPrv,Shed,2000,5,2010,WD,Normal,272000,180,15
507,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,172500,0,19
508,0,0,0,0,168,0,,,,0,6,2010,WD,Normal,125500,168,15
509,0,0,0,0,0,0,,,,0,9,2006,WD,Normal,123500,0,19
510,168,55,0,0,0,0,,,,0,7,2006,New,Partial,193879,223,19
511,0,0,192,0,0,0,,,,0,3,2007,WD,Normal,87000,192,18
512,120,0,0,0,0,0,,,,0,3,2009,WD,Normal,184100,120,16
513,0,0,99,0,0,0,,,,0,4,2007,WD,Normal,182900,99,18
514,36,56,0,0,0,0,,,,0,7,2006,WD,Abnorml,84500,92,19
515,235,204,228,0,0,0,,,Shed,350,11,2009,WD,Normal,200000,667,16
516,0,45,0,0,0,0,,,,0,6,2008,WD,Normal,183000,45,17
517,224,42,0,0,0,0,,,,0,10,2008,WD,Normal,193500,266,17
518,0,0,0,0,0,0,,,,0,3,2007,WD,Normal,131000,0,18
519,536,90,0,0,0,0,,MnPrv,,0,8,2007,WD,Normal,134000,626,18
520,303,30,0,0,0,0,,,,0,7,2009,WD,Normal,165500,333,16
521,0,48,0,0,0,0,,,,0,8,2008,ConLD,Normal,125000,48,17
522,0,0,137,0,0,0,,GdWo,,0,7,2009,WD,Normal,78000,137,16
523,192,60,0,0,0,0,,,,0,11,2007,WD,Normal,179600,252,18
524,0,0,0,0,0,0,,,,0,5,2008,WD,Normal,130000,0,17
525,160,50,0,0,0,0,,,,0,5,2009,WD,Normal,252000,210,16
526,0,96,0,245,0,0,,,,0,5,2008,WD,Normal,231500,341,17
527,0,0,0,0,0,0,,MnPrv,,0,7,2010,WD,Normal,80000,0,15
528,353,0,0,0,90,0,,MnPrv,,0,2,2010,WD,Normal,125000,443,15
529,0,0,0,0,0,0,,,,0,7,2007,CWD,Normal,219500,0,18
530,342,40,0,0,0,0,,MnPrv,,0,12,2009,WD,Normal,178000,382,16
531,0,0,0,0,0,0,,MnPrv,,0,6,2010,WD,Normal,166000,0,15
532,38,144,0,0,0,0,,,,0,4,2006,WD,Normal,176000,182,19
533,0,100,0,0,0,0,,,,0,9,2006,New,Partial,274725,100,19
534,0,16,0,0,0,0,,,,0,4,2009,WD,Normal,167900,16,16
535,0,48,0,0,0,0,,,,0,3,2008,WD,Normal,160000,48,17
536,88,15,0,0,0,0,,GdWo,,0,8,2007,CWD,Family,136000,103,18
537,0,72,0,0,170,0,,,,0,4,2009,WD,Normal,555000,242,16
538,0,0,84,0,0,0,,,,0,6,2008,WD,Normal,128000,84,17
539,361,76,0,0,0,0,,,,0,7,2006,WD,Normal,625000,437,19
540,224,114,0,0,0,0,,,,0,6,2007,WD,Abnorml,290000,338,18
541,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,82000,0,16
542,0,0,0,0,0,0,,MnPrv,,0,5,2010,WD,Normal,125000,0,15
543,0,45,0,0,0,0,,,,0,3,2006,New,Partial,186500,45,19
544,0,0,0,0,0,0,,,,0,2,2007,WD,Normal,111000,0,18
545,168,108,0,0,0,0,,,,0,7,2009,New,Partial,252678,276,16
546,74,0,128,0,0,0,,MnPrv,,0,5,2009,WD,Normal,110000,202,16
547,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,141000,0,17
548,207,0,96,0,0,0,,,,0,7,2006,WD,Normal,116000,303,19
549,328,128,0,0,189,0,,,,0,6,2008,WD,Normal,167900,645,17
550,156,90,0,0,0,0,,GdPrv,,0,6,2010,WD,Normal,236000,246,15
551,147,0,0,0,0,0,,,,0,7,2009,WD,Normal,103600,147,16
552,100,25,0,0,0,0,,,,0,7,2007,WD,Normal,163900,125,18
553,0,0,116,0,0,0,,,,0,8,2006,WD,Normal,113000,116,19
554,0,140,0,0,0,0,,,,0,5,2008,New,Partial,250580,140,17
555,192,25,0,0,0,0,,,,0,6,2009,WD,Normal,220000,217,16
556,0,64,0,0,0,0,,,,0,4,2007,WD,Normal,126000,64,18
557,335,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,139500,335,16
558,192,62,0,0,0,0,,,,0,8,2007,New,Partial,280000,254,18
559,100,16,0,0,0,0,,,,0,3,2008,WD,Normal,159895,116,17
560,0,102,0,0,0,0,,,,0,9,2009,New,Partial,208300,102,16
561,0,0,214,0,0,0,,GdPrv,,0,11,2007,WD,Normal,124000,214,18
562,260,0,0,0,0,0,,,,0,6,2009,WD,Normal,147000,260,16
563,394,0,0,0,0,0,,,,0,6,2006,WD,Normal,117000,394,19
564,0,40,0,0,0,0,,,,0,12,2009,WD,Normal,157500,40,16
565,0,151,0,0,0,0,,,,0,5,2006,WD,AdjLand,81000,151,19
566,0,61,0,0,0,0,,,,0,2,2008,WD,Normal,208500,61,17
567,0,0,0,0,192,0,,MnPrv,,0,6,2007,WD,Normal,156000,192,18
568,486,0,0,0,225,0,,,,0,6,2009,WD,Abnorml,185000,711,16
569,100,0,0,0,0,0,,,,0,5,2008,WD,Normal,167500,100,17
570,0,24,0,0,192,0,,,,0,7,2007,WD,Normal,132500,216,18
571,0,0,0,0,0,0,,,,0,5,2010,WD,Normal,169900,0,15
572,0,70,0,0,0,0,,,,0,8,2006,WD,Normal,196500,70,19
573,0,0,0,0,0,0,,,,0,11,2009,WD,Normal,93000,0,16
574,0,0,0,0,163,0,,GdPrv,,0,5,2008,WD,Normal,177000,163,17
575,0,0,0,0,143,0,,,,0,4,2010,WD,Normal,167500,143,15
576,36,24,0,0,0,0,,,,0,6,2009,WD,Normal,174000,60,16
577,441,35,0,0,0,0,,,,0,6,2006,WD,Normal,239000,476,19
578,0,113,0,0,0,0,,,,0,6,2006,WD,Normal,110000,113,19
579,53,0,0,0,0,0,,,,0,6,2006,WD,Normal,84500,53,19
580,0,0,0,0,0,0,,,,0,11,2008,WD,Normal,242000,0,17
581,224,0,0,0,0,0,,,,0,8,2008,WD,Abnorml,175000,224,17
582,0,36,0,0,0,0,,,,0,3,2009,WD,Normal,174000,36,16
583,0,288,0,0,0,0,,,,0,5,2006,WD,Normal,129000,288,19
584,0,29,0,0,0,0,,,,0,7,2006,WD,Normal,109900,29,19
585,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,90000,0,16
586,0,0,40,0,0,0,,,,0,7,2006,WD,Normal,200100,40,19
587,208,364,0,0,0,0,,,,0,8,2007,New,Partial,303477,572,18
588,0,140,0,0,100,0,,,,0,11,2006,WD,Normal,149900,240,19
589,0,0,196,0,0,0,,,Shed,1200,6,2010,WD,Normal,139000,196,15
590,196,187,0,0,0,0,,,,0,12,2008,WD,Normal,228000,383,17
591,123,0,0,0,153,0,,,,0,12,2007,WD,Family,235000,276,18
592,0,21,114,0,0,0,,,,0,7,2006,WD,Normal,225000,135,19
593,52,170,0,0,192,0,,,,0,1,2009,New,Partial,582933,414,16
594,24,48,0,0,0,0,,,,0,7,2009,WD,Normal,244000,72,16
595,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,157000,0,19
596,0,0,0,0,0,0,,,,0,5,2007,WD,Abnorml,110000,0,18
597,122,30,0,0,0,0,,,,0,5,2008,Con,Normal,324000,152,17
598,171,132,0,0,0,0,,,,0,8,2008,WD,Normal,271000,303,17
599,0,116,0,0,0,0,,MnPrv,Shed,700,3,2006,WD,Normal,160000,116,19
600,12,285,0,0,0,0,,MnWw,Shed,480,6,2007,WD,Normal,120000,297,18
601,0,0,0,0,0,0,,GdWo,,0,5,2009,WD,Abnorml,37900,0,16
602,192,39,0,0,0,0,,,,0,1,2010,WD,Normal,237000,231,15
603,306,111,0,0,0,0,,,,0,7,2006,WD,Normal,190000,417,19
604,0,523,115,0,0,0,,GdWo,,0,11,2009,WD,Abnorml,34900,638,16
605,194,45,0,0,0,0,,,,0,9,2006,WD,Normal,315000,239,19
606,108,45,0,0,0,0,,,Shed,400,5,2006,WD,Normal,202500,153,19
607,240,0,0,0,0,0,,,,0,6,2009,WD,Normal,215000,240,16
608,0,0,183,0,0,0,,,,0,10,2007,WD,Normal,152000,183,18
609,288,258,0,0,0,0,,,,0,12,2006,WD,Normal,207500,546,19
610,0,104,0,0,0,0,,GdPrv,,0,8,2009,COD,Abnorml,158000,104,16
611,0,40,0,0,0,0,,,,0,5,2006,WD,Normal,130000,40,19
612,0,0,0,0,0,0,,,,0,4,2010,WD,Normal,244000,0,15
613,0,0,286,0,0,0,,,,0,5,2007,WD,Normal,79000,286,18
614,0,0,100,0,0,0,,MnPrv,,0,1,2008,WD,Normal,55000,100,17
615,574,64,0,0,0,0,,,,0,1,2006,WD,Normal,228000,638,19
616,178,120,0,0,0,0,,,,0,11,2007,New,Partial,325624,298,18
617,0,120,0,0,0,0,,,,0,7,2009,WD,Normal,191000,120,16
618,0,20,0,0,0,0,,,,0,6,2008,COD,Normal,163000,20,17
619,0,36,0,0,0,0,,MnPrv,,0,5,2007,WD,Normal,211000,36,18
620,162,53,0,153,0,0,,,,0,11,2008,New,Partial,392500,368,17
621,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,143000,0,16
622,0,0,112,0,120,0,,MnPrv,Shed,620,7,2006,WD,Abnorml,88000,232,19
623,0,0,32,0,0,0,,MnPrv,,0,8,2006,WD,Normal,133000,32,19
624,0,0,0,0,0,0,,GdWo,,0,5,2010,WD,Normal,144900,0,15
625,201,0,0,0,0,0,,,,0,4,2006,WD,Abnorml,91500,201,19
626,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,137000,0,16
627,0,160,0,0,0,0,,,,0,6,2010,WD,Normal,96500,160,15
628,0,0,112,0,0,0,,MnPrv,,0,2,2008,WD,Normal,149000,112,17
629,0,129,0,0,0,0,,GdPrv,,0,5,2008,WD,Normal,174900,129,17
630,288,48,0,0,0,0,,,,0,5,2010,WD,Normal,216500,336,15
631,192,84,0,0,0,0,,,,0,7,2008,WD,Normal,222500,276,17
632,0,36,0,0,0,0,,MnPrv,Shed,450,3,2010,WD,Normal,161750,36,15
633,0,70,0,0,0,0,,,,0,5,2010,New,Partial,220000,70,15
634,0,0,0,0,0,0,,,,0,7,2007,WD,Normal,150750,0,18
635,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,128000,0,16
636,209,208,0,0,0,0,,MnPrv,,0,2,2006,WD,Normal,179900,417,19
637,500,0,0,0,0,0,,,,0,6,2007,WD,Normal,302000,500,18
638,0,260,0,0,410,0,,GdPrv,,0,6,2006,WD,Normal,475000,670,19
639,0,104,0,0,0,0,,,,0,7,2007,WD,Normal,170000,104,18
640,320,27,0,0,0,0,,,,0,4,2006,WD,Normal,335000,347,19
641,0,0,144,0,0,0,,,,0,8,2007,WD,Normal,115000,144,18
642,0,52,0,0,0,0,,,,0,1,2010,WD,Abnorml,109000,52,15
643,349,40,0,0,0,0,,,,0,9,2009,WD,Normal,316600,389,16
644,0,252,0,0,0,0,,,,0,11,2007,WD,Normal,270000,252,18
645,0,0,0,0,0,0,,MnPrv,,0,5,2010,COD,Abnorml,142000,0,15
646,168,160,0,0,0,0,,,,0,8,2007,WD,Normal,282922,328,18
647,0,125,0,0,0,0,,,,0,5,2006,WD,Normal,164000,125,19
648,0,44,0,0,0,0,,,,0,5,2007,WD,Normal,250000,44,18
649,0,0,0,0,0,0,,MnPrv,Shed,2000,7,2007,WD,Normal,122900,0,18
650,406,90,0,0,0,0,,MnPrv,,0,5,2010,WD,Normal,154000,496,15
651,48,0,0,0,0,0,,,,0,7,2007,WD,Normal,155000,48,18
652,0,0,0,0,0,0,,,,0,1,2009,WD,Normal,60000,0,16
653,0,0,0,0,0,0,,,,0,6,2010,WD,Normal,80000,0,15
654,0,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,100000,0,16
655,0,18,0,0,0,0,,GdWo,,0,5,2006,WD,Normal,132500,18,19
656,0,76,0,0,185,0,,,,0,7,2009,WD,Normal,159000,261,16
657,0,0,0,0,0,0,,,,0,7,2009,COD,Normal,124500,0,16
658,140,0,0,0,0,0,,,,0,11,2007,WD,Normal,131500,140,18
659,0,58,0,0,90,0,,,,0,7,2006,WD,Normal,180000,148,19
660,0,0,91,0,0,0,,,,0,10,2009,WD,Normal,76000,91,16
661,147,0,0,0,0,0,,,,0,5,2007,WD,Family,108000,147,18
662,224,0,0,0,0,0,,MnPrv,,0,11,2008,WD,Normal,157000,224,17
663,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,225000,0,16
664,0,0,0,0,0,0,,,,0,7,2006,WD,Family,188000,0,19
665,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,73000,0,17
666,120,101,0,0,0,0,,GdWo,,0,11,2009,WD,Normal,91000,221,16
667,0,234,0,0,0,0,,,,0,6,2009,New,Partial,173733,234,16
668,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,94500,0,19
669,144,133,0,0,0,0,,,,0,7,2008,WD,Normal,210000,277,17
670,44,0,0,0,0,0,,,,0,6,2010,WD,Normal,129000,44,15
671,0,0,0,0,0,0,,MnPrv,Shed,500,7,2007,WD,Normal,148000,0,18
672,0,228,0,0,192,0,,,,0,9,2007,WD,Normal,211000,420,18
673,0,102,0,0,0,0,,,,0,6,2008,WD,Normal,159000,102,17
674,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,197900,0,16
675,0,28,0,0,0,0,,,,0,5,2006,WD,Normal,118000,28,19
676,250,0,24,0,0,0,,,,0,9,2009,WD,Normal,82000,274,16
677,0,74,137,0,0,0,,,,0,10,2007,WD,Normal,170000,211,18
678,0,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,136500,0,16
679,180,75,0,0,120,0,,,,0,8,2006,New,Partial,319000,375,19
680,0,0,144,0,0,0,,,,0,3,2007,WD,Normal,101000,144,18
681,0,240,0,0,0,0,,,,0,12,2008,WD,Normal,147000,240,17
682,132,57,0,0,0,0,,,,0,4,2010,WD,Normal,290000,189,15
683,362,0,0,0,0,0,,MnPrv,,0,10,2008,WD,Normal,119500,362,17
684,196,0,150,0,0,0,,GdWo,,0,10,2008,WD,Normal,116000,346,17
685,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,92900,0,16
686,0,0,198,0,0,0,,,,0,10,2009,WD,Normal,105000,198,16
687,124,98,0,0,142,0,,,,0,5,2007,New,Partial,415298,364,18
688,100,48,0,0,0,0,,,,0,7,2007,WD,Normal,215000,148,18
689,112,0,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,141500,112,16
690,0,98,0,0,0,0,,,,0,3,2010,WD,Normal,132000,98,15
691,0,0,168,0,0,0,,,,0,7,2007,WD,Normal,108500,168,18
692,392,64,0,0,0,0,,,,0,6,2009,WD,Normal,145000,456,16
693,0,341,0,0,0,0,,,,0,10,2006,WD,Normal,163000,341,19
694,0,0,0,0,0,0,,MnPrv,,0,9,2009,WD,Normal,140000,0,16
695,0,0,240,0,0,0,,,,0,7,2009,WD,Normal,110000,240,16
696,45,0,0,0,0,0,,,,0,5,2009,WD,Normal,132500,45,16
697,172,42,0,0,0,0,,,,0,1,2009,WD,Normal,295493,214,16
698,0,116,0,0,0,0,,,,0,11,2007,New,Partial,199900,116,18
699,104,0,0,0,0,0,,,,0,4,2007,WD,Normal,129500,104,18
700,108,0,0,216,0,0,,,,0,11,2008,WD,Normal,224000,324,17
701,140,0,0,0,0,0,,,,0,10,2007,New,Partial,392000,140,18
702,120,0,0,0,0,0,,,,0,3,2009,WD,Alloca,179000,120,16
703,0,32,0,0,0,0,,,,0,6,2007,WD,Normal,184000,32,18
704,0,51,0,0,190,0,,,,0,5,2008,WD,Normal,176500,241,17
