,MSSubClass,LotFrontage,LotArea,SalePrice,LotArea_m^2,Price_per_m^2,ZoningScore,SubClassScore,LotAreaNorm,PDI,Price_per_m^2_norm,EVI,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn
322,120,34.0,4590,209500,426.42477,491.2941619221604,0.7956049338860387,0.631578947368421,0.015377784009909,0.5123289929679145,0.4707979070317678,0.6003962231553797,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
323,60,85.0,11075,206900,1028.900725,201.08839946633336,0.7956049338860387,0.3157894736842105,0.045689312673818,0.426685609461824,0.1839611312452448,0.3938199405252761,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
324,30,74.69444444444444,25339,112000,2354.069117,47.577192696334926,0.7956049338860387,0.1578947368421052,0.1123606534389679,0.3993185906387375,0.0322320297126488,0.286376442390557,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
325,60,62.0,7415,193000,688.875745,280.1666358568046,0.7956049338860387,0.3157894736842105,0.0285821122251045,0.42155344932721,0.2621213516667116,0.4329000507360094,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
326,20,78.0,9360,197500,869.57208,227.1232075436461,0.7956049338860387,0.1052631578947368,0.0376732337750356,0.3611228910553472,0.2096937023145528,0.3645809629020354,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
327,20,80.0,9600,139000,891.8688,155.85252001191208,0.7956049338860387,0.1052631578947368,0.0387950174110168,0.3614594261461416,0.1392503932406918,0.3293593083651048,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
328,30,50.0,6305,119750,585.753415,204.43756183649396,0.7956049338860387,0.1578947368421052,0.0233938629086914,0.3726285534796545,0.18727141332825,0.3638961341983576,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
329,85,64.0,7301,198500,678.284803,292.64992982601143,0.7956049338860387,0.4473684210526316,0.0280492649980135,0.460867279369609,0.2744597275935771,0.4653850281731265,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
330,20,71.0,7064,135000,656.266792,205.7090220710116,0.7956049338860387,0.1052631578947368,0.026941503657482,0.3579033720200811,0.1885281132335985,0.3539981683615582,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
331,60,68.0,11250,223500,1045.15875,213.84311235015733,0.7956049338860387,0.3157894736842105,0.0465072799083876,0.4269309996321949,0.1965677751957961,0.4001232625005517,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
332,20,75.0,10084,307000,936.833852,327.6995161357598,0.7956049338860387,0.1052631578947368,0.0410572810769122,0.3621381052459102,0.3091024247084214,0.4142853240989697,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
333,20,50.0,8000,132000,743.224,177.60459834450987,0.7956049338860387,0.1052631578947368,0.0313164598378087,0.3592158588741792,0.1607499525974014,0.3401090880434597,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
334,20,74.69444444444444,14175,168000,1316.900025,127.57232653253234,0.7956049338860387,0.1052631578947368,0.0601790179719086,0.3678746263144091,0.1112985033553934,0.3153833634224557,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
335,60,72.4375,9240,287000,858.42372,334.3337250746053,0.7956049338860387,0.3157894736842105,0.037112341957045,0.4241125182467921,0.3156596173906386,0.4596691835979729,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
336,60,80.0,11584,197000,1076.188352,183.05345865702145,0.7956049338860387,0.3157894736842105,0.0480684288017948,0.4273993443002171,0.1661355573163631,0.3849071535608352,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
337,20,72.0,10011,134450,930.051933,144.56181986130017,0.7956049338860387,0.1052631578947368,0.0407160718876346,0.3620357424891269,0.128090766360206,0.3237794949248619,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
338,20,70.0,7560,133700,702.34668,190.3618309977631,0.7956049338860387,0.1052631578947368,0.0292598565051765,0.3585988778743895,0.1733590870654832,0.3464136552775005,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
339,20,98.0,11478,306000,1066.340634,286.96271176701686,0.7956049338860387,0.1052631578947368,0.0475729743625698,0.3640928132316075,0.2688385322133331,0.3941533778514255,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
340,20,104.0,11361,180000,1055.470983,170.53997968601664,0.7956049338860387,0.1052631578947368,0.0470261048400289,0.3639287523748452,0.1537673468041345,0.3366177851468262,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
341,20,81.0,11216,232600,1042.000048,223.22455785529863,1.0,0.1052631578947368,0.0463483605599569,0.4454834555364081,0.2058403118888651,0.4239727875233799,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
342,120,51.0,3635,175900,337.702405,520.872808116365,0.7956049338860387,0.631578947368421,0.0109140199584005,0.5109898637524619,0.5000331759481367,0.6150138576135642,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
343,20,70.0,9100,178000,845.4173,210.54690979235937,0.7956049338860387,0.1052631578947368,0.0364579681693893,0.3607583113736534,0.1933098381168866,0.3563890308032023,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
344,20,67.0,9808,227000,911.192624,249.1240534888263,0.7956049338860387,0.1052631578947368,0.0397672298955339,0.3617510898914967,0.2314391413509402,0.3754536824202291,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
345,60,80.0,10400,165150,966.1912,170.9289010291131,0.7956049338860387,0.3157894736842105,0.0425342961976208,0.4257391045189649,0.1541517531754771,0.3789152514903923,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
346,70,144.0,21384,223500,1986.637752,112.50163738960296,0.7956049338860387,0.3684210526315789,0.0938745939376942,0.4569306675251975,0.0964027692181472,0.360567075301201,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
347,60,64.0,8791,207500,816.710273,254.06806655902076,1.0,0.3157894736842105,0.0350136717380635,0.5052409436266821,0.2363257595782983,0.4813207745259912,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
348,20,110.0,14230,256300,1322.00969,193.87149877849987,0.7956049338860387,0.1052631578947368,0.0604360933884876,0.3679517489393828,0.1768280112584051,0.3481481173739615,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
349,20,86.0,14157,377426,1315.227771,286.96626418786286,0.7956049338860387,0.1052631578947368,0.06009488419921,0.3678493861825996,0.2688420433942727,0.3941551334418953,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
350,60,83.0,13159,224500,1222.510577,183.6384929698649,0.7956049338860387,0.3157894736842105,0.0554301339129215,0.4296078558335551,0.1667137999901144,0.3851962748977109,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
351,20,84.0,11096,249700,1030.851688,242.2268915176865,1.0,0.1052631578947368,0.0457874687419663,0.445315187991011,0.2246220482472831,0.4333636557025889,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
352,30,60.0,10800,100000,1003.3524,99.66588010354089,0.3107389240247977,0.1578947368421052,0.0444039355909229,0.1849851713398275,0.0837160217064646,0.1666586354290927,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
353,60,56.0,20431,437154,1898.101193,230.31121923961615,0.7956049338860387,0.3157894736842105,0.0894201780831522,0.4398048690846243,0.2128447045148657,0.4082617271600866,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
354,20,100.0,10175,180500,945.288025,190.9470925541451,0.7956049338860387,0.1052631578947368,0.0414826240388885,0.3622657081345031,0.1739375543447122,0.3467028889171151,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
355,30,57.58974358974359,8854,121000,822.563162,147.10116570963095,0.7956049338860387,0.1578947368421052,0.0353081399425085,0.3762028365897996,0.130600633047822,0.3355607440581436,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
356,20,43.0,13568,156000,1260.507904,123.75963649649592,0.7956049338860387,0.1052631578947368,0.0573418401925728,0.3670234729806084,0.1075300746799754,0.3134991490847467,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
357,80,82.14285714285714,21453,180000,1993.048059,90.31392855138373,0.7956049338860387,0.4210526315789473,0.0941971067330388,0.4728168950480113,0.074472636572302,0.360128324767752,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
358,20,70.61538461538461,8900,107000,826.8367,129.40886634567624,0.3266552583926281,0.1052631578947368,0.0355231484727383,0.1728979952672938,0.1131137228539585,0.1756060705237151,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
359,20,42.0,14892,377500,1383.511476,272.856428405947,0.7956049338860387,0.1052631578947368,0.0635303465844025,0.3688800248981573,0.2548960081111928,0.3871821158003554,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
360,60,74.0,10141,185000,942.129323,196.36370027302505,0.7956049338860387,0.3157894736842105,0.0413237046904578,0.425375927066816,0.1792912808890651,0.3914850153471862,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
361,80,70.0,12886,175000,1197.148058,146.18074918181924,0.7956049338860387,0.4210526315789473,0.0541541050269929,0.4608039945361976,0.1296909015973367,0.3877374572802693,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
362,60,68.0,8935,195000,830.088305,234.91476608624188,0.7956049338860387,0.3157894736842105,0.0356867419196522,0.4236848382355743,0.2173948089769345,0.410536779391121,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
363,120,61.0,7658,319900,711.451174,449.6443490301978,0.7956049338860387,0.631578947368421,0.0297179181565355,0.5166310332119024,0.4296316050915679,0.5798130721852798,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
364,90,74.69444444444444,18890,190000,1754.93767,108.26595339992902,0.7956049338860387,0.4736842105263157,0.0822173923204561,0.4850124544084471,0.0922162571083692,0.3795264508252594,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
365,60,130.0,40094,184750,3724.852882,49.59927434793114,0.7956049338860387,0.3157894736842105,0.1813269765593961,0.4673769086274975,0.0342306371021531,0.3189546934537303,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
366,45,50.0,6130,109500,569.49539,192.27548093058311,0.3107389240247977,0.2368421052631578,0.0225758956741218,0.202120969891103,0.1752505215155408,0.2282153590178413,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
367,20,85.0,6970,129000,647.53391,199.217366083577,0.7956049338860387,0.1052631578947368,0.026502138400056,0.3577715624428534,0.1821118186114872,0.3507900210505026,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
368,20,75.0,11235,148000,1043.765205,141.79434157320853,0.7956049338860387,0.1052631578947368,0.0464371684311388,0.3637520714521782,0.1253554156128677,0.3224118195511928,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
369,60,74.69444444444444,11616,158900,1079.161248,147.24398257858869,0.7956049338860387,0.3157894736842105,0.048217999953259,0.4274442156456563,0.1307417919616668,0.3672102708834871,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
370,20,50.0,5000,39300,464.515,84.6043723022938,0.7956049338860387,0.1052631578947368,0.0172941643880436,0.3550091702392496,0.0688293623250856,0.2941487929073018,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
371,160,30.0,3182,151000,295.617346,510.7954659737727,1.0,0.8421052631578947,0.0087966533454859,0.6552705749510143,0.4900728212528407,0.7134574632579993,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
372,120,46.166666666666664,3072,178740,285.398016,626.2832604975082,0.3107389240247977,0.631578947368421,0.0082825025123279,0.3162540045741437,0.60421992275613,0.5216474280591885,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
373,90,65.0,8944,124000,830.924432,149.2313804054807,0.7956049338860387,0.4736842105263157,0.0357288088060015,0.4710658793541107,0.1327061181695505,0.39977138135585,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
374,70,69.83333333333333,11435,230000,1062.345805,216.50200802553175,0.7956049338860387,0.3684210526315789,0.0473719881277898,0.4429798857822262,0.1991958038614682,0.4119635926228615,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
375,20,80.0,11040,145000,1025.64912,141.37388427730528,0.7956049338860387,0.1052631578947368,0.0455257192269041,0.3634786366909078,0.1249398393882875,0.3222040314389027,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
376,20,74.69444444444444,6173,125500,573.490219,218.8354671834429,0.7956049338860387,0.1052631578947368,0.0227768819089018,0.3566539854955071,0.2015021739887211,0.3604851987391195,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
377,20,63.0,13072,158000,1214.428016,130.1024004044386,0.7956049338860387,0.1052631578947368,0.0550234873448783,0.3663279671263,0.113799205704575,0.3166337145970465,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
378,30,80.0,13360,163500,1241.18408,131.72905021469498,0.7956049338860387,0.1578947368421052,0.0563696277080558,0.3825212829194638,0.1154069718045976,0.3279639134365315,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
379,60,78.03424657534246,18450,129000,1714.06035,75.25989385379576,0.7956049338860387,0.3157894736842105,0.0801607889878239,0.4370270523560258,0.0595933635396314,0.3316360566724694,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
380,20,64.0,7314,194500,679.492542,286.24302398892263,0.7956049338860387,0.1052631578947368,0.0281100282782958,0.3582539294063253,0.2681271992608286,0.3937977113751733,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
381,20,60.0,7180,127000,667.04354,190.39236928971684,0.7956049338860387,0.1052631578947368,0.0274836990815396,0.3580660306472984,0.1733892708396712,0.3464287471645946,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
382,60,82.0,11287,228500,1048.596161,217.910391529652,0.7956049338860387,0.3157894736842105,0.0466802215522681,0.426982882125359,0.2005878374998569,0.4021332936525822,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
383,60,78.0,12011,280000,1115.857933,250.9280005271065,0.7956049338860387,0.3157894736842105,0.0500642688541447,0.427998096315922,0.2332221464428143,0.4184504481240608,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
384,70,53.0,10918,234000,1014.314954,230.6975748284196,0.7956049338860387,0.3684210526315789,0.0449554792119469,0.4422549331074733,0.2132265749176505,0.4189789781509526,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
385,60,62.0,7917,175000,735.513051,237.9291567458536,0.7956049338860387,0.3157894736842105,0.0309285096636986,0.4222573685587882,0.2203742057003047,0.412026477752806,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
386,120,50.0,8012,193000,744.338836,259.2905148375195,0.7956049338860387,0.631578947368421,0.0313725490196078,0.5171274224708241,0.2414875806711667,0.4857410599750791,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
387,20,60.0,9060,120000,841.70118,142.5684112739393,0.7956049338860387,0.1052631578947368,0.0362710042300591,0.3607022221918543,0.1261204991705226,0.3227943613300202,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
388,20,83.0,10159,395192,943.801577,418.7236063497275,0.7956049338860387,0.1052631578947368,0.0414078384631564,0.3622432724617835,0.3990698200314217,0.4592690217604698,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
389,50,75.0,9525,136900,884.901075,154.7065585833987,0.7956049338860387,0.2631578947368421,0.0384444600247727,0.4087226799829,0.1381177352309097,0.3603719267286349,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
390,85,70.61538461538461,9180,144000,852.84954,168.8457262930575,0.7956049338860387,0.4473684210526316,0.0368318960480497,0.4635020686846199,0.152092761928599,0.4042015453406374,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
391,160,36.0,2628,175500,244.149084,718.8230941714285,0.7956049338860387,0.8421052631578947,0.0062072027857626,0.5727357133375126,0.6956854653360734,0.7549452654654273,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
392,50,50.0,3500,110000,325.1605,338.29447303716165,0.3107389240247977,0.2631578947368421,0.010283016663161,0.20632784302992,0.3195743851942434,0.3056404487519294,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
393,60,72.4375,11250,255900,1045.15875,244.84318769756268,0.7956049338860387,0.3157894736842105,0.0465072799083876,0.4269309996321949,0.2272079719532347,0.415443360879271,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
394,90,110.0,8472,110000,787.074216,139.75810382791144,0.3107389240247977,0.4736842105263157,0.0335226343219051,0.2764576230643853,0.1233428164671677,0.2496299275462863,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
395,50,81.21951219512195,13837,229000,1285.498811,178.14096601291996,0.7956049338860387,0.2631578947368421,0.0585991726845684,0.4147690937808387,0.1612800935957777,0.3719531059110689,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
396,50,98.0,8820,124900,819.40446,152.42777663182355,0.3107389240247977,0.2631578947368421,0.0351492205940779,0.2137877042091951,0.1358654075645705,0.2137859599370929,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
397,75,53.0,7128,164000,662.212584,247.65461116637437,0.7956049338860387,0.3947368421052631,0.0272406459604103,0.4448352199741175,0.2299867577235112,0.4326222274486199,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
398,20,88.0,10994,257000,1021.375582,251.62144516589785,0.7956049338860387,0.1052631578947368,0.0453107106966743,0.3634141341318389,0.2339075409115324,0.3766878822005252,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
399,20,89.0,10991,239000,1021.096873,234.0620232219632,0.7956049338860387,0.1052631578947368,0.0452966884012246,0.3634099274432039,0.2165519655692269,0.3680100945293724,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
400,50,63.0,11426,200000,1061.509678,188.41090584950845,0.3107389240247977,0.2631578947368421,0.0473299212414405,0.2174419144034039,0.1714308101264221,0.2315686612180188,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
401,90,82.0,11070,171000,1028.43621,166.27185851419992,0.7956049338860387,0.4736842105263157,0.0456659421814017,0.4740470193667307,0.1495487740741169,0.4081927093081333,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
402,60,93.0,11999,285000,1114.743097,255.66428782290092,0.7956049338860387,0.3157894736842105,0.0500081796723456,0.4279812695613823,0.2379034503756786,0.420791100090493,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
403,60,100.0,13000,193500,1207.739,160.21673556952288,0.7956049338860387,0.3157894736842105,0.0546869522540839,0.4293849013359038,0.1435639448007612,0.3736213473030343,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
404,160,30.0,3180,144152,295.43154,487.9370699553609,1.0,0.8421052631578947,0.0087873051485194,0.6552677704919243,0.4674797874064824,0.7021609463348201,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
405,60,75.0,9375,250000,870.965625,287.03773469819777,1.0,0.3157894736842105,0.0377433452522844,0.5060598456809485,0.2689126842064151,0.4976142368400497,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
406,60,88.96153846153847,11000,248000,1021.933,242.6773575175672,0.7956049338860387,0.3157894736842105,0.0453387552875739,0.4265804422459508,0.2250672848060399,0.4143730173056736,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
407,20,82.14285714285714,115149,302000,10697.687547,28.230400137709317,0.7956049338860387,0.1052631578947368,0.5321414382201033,0.5094633523888675,0.0131098332670439,0.2662890283782809,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
408,20,98.0,16033,326000,1489.513799,218.86336348066283,0.7956049338860387,0.1052631578947368,0.0688634929537965,0.3704799688089755,0.2015297464389827,0.3604989849642503,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
409,190,62.0,10106,127500,938.877718,135.80043231998397,0.7956049338860387,1.0,0.0411601112435439,0.6305900069274787,0.1194310894037573,0.4983970248676903,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
410,60,72.0,11317,180000,1051.383251,171.20303165263186,0.7956049338860387,0.3157894736842105,0.0468204445067657,0.4270249490117084,0.1544227014279482,0.3790507256166278,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
411,50,61.52173913043478,7920,89500,735.79176,121.63767639909425,0.3107389240247977,0.2631578947368421,0.0309425319591483,0.2125256976187162,0.1054327483294037,0.1985696303195096,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
412,20,137.0,16492,190000,1532.156276,124.00823791684812,0.7956049338860387,0.1052631578947368,0.0710089041576106,0.3711235921701197,0.1077757900967415,0.3136220067931297,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
413,120,40.0,4671,189000,433.949913,435.5341350189417,0.7956049338860387,0.631578947368421,0.0157563859870527,0.5124425735610576,0.4156851959699965,0.5728398676244941,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
